	tweet_id	tweet_text
0	1255709375563325440	Sad News According to Johns Hopkins University COVID 19 deaths in the United States top 60 000
1	1255709375705911296	Los Angeles becomes the first major city in the US to offer free coronavirus testing for all residents
2	1255709375844495361	WalletHub Coronavirus shopping survey 58 million Americans are spending more money
3	1255709376142327810	They shouldn t be allowed to travel outside of their town limits either Being an idiot is just as contagious
4	1255709377455099906	Good idea
5	1255709379334148100	ON AIR Kool amp the Gang Adding value to lives daily Talk to us on 0208 90 2121 HELLO CO UK
6	1255709380177100800	Imagine how different things could have been if filthy China had a shred of decency amp humilit
7	1255709380365910016	Wall Street rallies on promising coronavirus drug visit to read more
8	1255709383083737088	BHP boss Mike Henry is confident oil prices will recover when the immediate impacts of the coronavirus recede say
9	1255709383935307788	More than half of Canadian companies saw earnings drop amid COVID 19 Statcan
10	1255709385227218944	WalletHub Coronavirus shopping survey 58 million Americans are spending more money
11	1255709385302650883	This is your occasional reminder that South Korea and the United States reported their first COVID 19 patients on
12	1255709386946695169	Covid 19 Free parin sa May
13	1255709387185766402	CHINA Stole Remdesivir from Gilead then Tried to Patent the Drug in January amp 8212 Knowing Months Ago It Would Tre
14	1255709387408146432	Donald Malter MyJamMusic Network and SimulTV Join Growing Media Response on behalf of New Grass Roots Music Corona
15	1255709387991076865	India should follow Germany amp US demand campensation from China Might not get it but India should make a stand
16	1255709388263829504	Asian governments must expand Covid 19 testing Read more Coronavirus Covid 19
17	1255709388268023809	Asian governments must expand Covid 19 testing Read more Coronavirus Covid 19
18	1255709388268060676	Asian governments must expand Covid 19 testing Read more Coronavirus Covid 19
19	1255709388276465666	With yesterday s figures 34 states out of the 36 Ok ok
20	1255709388364566535	Asian governments must expand Covid 19 testing Read more Coronavirus Covid 19
21	1255709388507144192	Polls Nice try dude
22	1255709388574244864	I m dubious and skeptical what s the
23	1255709388628688896	The same ought be done for 9 10 of the top contenders Cutting a month or two from the delivery date is wort
24	1255709389287239680	Illama derived antibodies may block coronavirus entry into host cells Study
25	1255709390432350210	The latest The Mike Belmore Daily Thanks to covid19
26	1255709390633611266	What the 1918 flu pandemic tells us about whether social distancing works Nancy K Bristow
27	1255709390704906241	How Coronavirus Ravaged Ecuador From First Confirmed Case to Thousands Dead NYT News guitar
28	1255709391803777026	Tanzania trying to fight COVID 19
29	1255709392575631362	How about instead of stirring up fear and hysteria you actually do your fucking job
30	1255709392609124352	HANDS OFF OUR GUNS Mississippi State Rep Sues Jackson Over Open Carry Ban via
31	1255709392856584193	Snowbirds to boost morale amid COVID 19 with cross country tour
32	1255709393091428352	What Did Trump Get New York reportedly paid 69 million for ventilators to an engineer with no background in m
33	1255709394022600704	What doctors and parents should watch for when COVID 19 affects children including COVID toes
34	1255709394379124736	WalletHub Coronavirus shopping survey 58 million Americans are spending more money
35	1255709396866301955	Small Business Administration Require the SBA to process COVID 19 EIDL applications on a First Come via
36	1255709396954427395	As sales decline Wauconda auto dealership leads charge to surprise birthday boy
37	1255709396975443969	Pandemic will push firms to digital business models Cognizant Tech CEO
38	1255709397277433856	WATCH If there is opportunity for India it is in shaping the dialogue Former RBI chief Raghuram Rajan tells R
39	1255709399277920256	It really changed his perspective on the coronavirus didn t it
40	1255709399420735488	So many more podcast episodes will be on the way after covid 19 stops being a butt What movies do you want to hear
41	1255709400360202240	Distributing Ration among deserving people It is our first phase completed Many people are remaining they will
42	1255709400465117184	Dumb FUCKS
43	1255709400485912576	WHAT Coming May 1 Canada and US Bishops to reconsecrate their nations to Mary They plan to pray to Mary for
44	1255709400695627776	Donald Trump s tweets linking gun control to the coronavirus pandemic are chilling Henry McLeish
45	1255709401459064839	Thousands of Venezuelans want to return home after facing the anti popular economic and social systems in capitalis
46	1255709401580810241	Possibly the catchiest covid 19 song Very nice
47	1255709401698222080	Press 19 ZA What is
48	1255709402688032773	So very tragic A lovely man Loved having our meetings at Murrell s Just heartbreaking
49	1255709402700460032	You think
50	1255709403224907783	South Korea and the USA had their first cases on the same day South Korea began an immediate widespread testing
51	1255709403396923392	How does India a country of 1 3 billion people have around 1 000 coronavirus deaths
52	1255709405011722241	FREE SHIPPING Buy 2 Washable Reusable Breathable One Size Makes a great gift Shop
53	1255709405531832322	Coronavirus altered the brain of NYC ER doc who killed herself sister says via
54	1255709410636124161	Very Interesting
55	1255709411026354177	Asian shares rise on hopes for drug to treat coronavirus coronavirusdeutschland COVID2019de CoronaVirusChallenge
56	1255709411055722496	Tarrant County tattoo parlors have been closed for over a month now due to COVID19 Arlington tattoo artists li
57	1255709411588354052	We have a great President
